TMTID(VTM),FSN,CHANGEDATE
740217,recombinant human epidermal growth factor (VTM),20140304
744822,recombinant human erythropoietin alfa (VTM),20140304
1041874,recombinant human thrombopoietin (VTM),20181103
1305298,recombinant respiratory syncytial virus (RSV) vaccine (VTM),20240817
785605,recombinant surface antigen hepatitis B (VTM),20140901
1286768,recombinant varicella zoster glycoprotein E vaccine (VTM),20231104
729754,regorafenib (VTM),20140202
1164826,remdesivir (VTM),20201016
1295317,remifentanil (VTM),20240412
395101,repaglinide (VTM),20130805
935744,resorcinol (VTM),20150503
896632,resorcinol + salicylic acid (VTM),20150218
986543,resorcinol + salicylic acid + sulfur + zinc oxide (VTM),20160605
935303,resorcinol + salicylic acid + talc + zinc oxide (VTM),20150503
774903,resorcinol + salicylic acid + zinc oxide (VTM),20140407
1322882,respiratory syncytial virus (RSV) subgroup A vaccine (recombinant) + respiratory syncytial virus (RSV) subgroup B vaccine (recombinant) (VTM),20250215
792898,retapamulin (VTM),20140519
222582,reteplase (reteplase protein) (VTM),20130627
822501,retinol (VTM),20140705
1312612,revefenacin (VTM),20241102
295040,ribavirin (VTM),20130805
1032027,ribociclib (VTM),20180601
263714,riboflavin (VTM),20130805
282828,rifampicin (VTM),20130805
1136795,rifapentine (VTM),20200213
1305035,rifaximin (VTM),20240817
346711,rilmenidine (VTM),20130805
674494,rilpivirine (VTM),20140104
429933,riluzole (VTM),20130805
1306158,rimegepant (VTM),20240831
1193755,ripasudil hydrochloride hydrate (VTM),20210715
1226277,risdiplam (VTM),20220316
222595,risedronate sodium (VTM),20130627
388405,risperidone (VTM),20130805
394754,ritonavir (VTM),20130805
222609,rituximab (VTM),20130627
651850,rivaroxaban (VTM),20131005
323368,rivastigmine (VTM),20130805
764294,rocuronium bromide (VTM),20140407
652681,roflumilast (VTM),20131005
1012194,romiplostim (VTM),20170806
1168581,romosozumab (VTM),20201202
425394,ropinirole (VTM),20130805
1259845,ropivacaine hydrochloride (VTM),20230401
643310,rosiglitazone (VTM),20131005
222613,rosuvastatin (VTM),20130627
722803,rotigotine (VTM),20140118
234000,roxithromycin (VTM),20130805
1002762,rufinamide (VTM),20170205
686967,rufloxacin (VTM),20140104
434947,rupatadine (VTM),20130805
1189656,rurioctocog alfa pegol (VTM),20210513
762326,russell's viper antivenin (VTM),20140407
849156,"rutoside, combinations (VTM)",20140914
887621,ruxolitinib (VTM),20150202
687033,sabal extract (VTM),20140104
655497,saccharomyces boulardii (VTM),20131102
993795,sacubitril + valsartan (VTM),20161003
1248988,safinamide (VTM),20221202
247274,salbutamol (VTM),20130805
235500,salbutamol + theophylline (VTM),20130805
702972,salicylic acid (VTM),20140118
1014299,salicylic acid + talc + zinc oxide (VTM),20170916
892964,salicylic acid + triamcinolone acetonide (VTM),20150202
939485,salicylic acid + urea (VTM),20150503
723027,salmeterol (VTM),20140118
1272297,sapropterin dihydrochloride (VTM),20230701
330704,saquinavir (VTM),20130805
1239968,sars-cov-2 spike protein (VTM),20220730
1192140,"sars-cov-2 vaccine (vero cell), inactivated (19nCoV-CDC-Tan-HB02) (VTM)",20210621
1177997,"sars-cov-2 vaccine (vero cell), inactivated (VTM)",20210223
1234271,satralizumab (VTM),20220514
708633,saturated solution of potassium iodide oral solution (VTM),20140118
816512,saw palmetto berries viscous extract + stinging nettle roots dry extract (VTM),20140616
855448,saw palmetto extract (VTM),20141019
648203,saxagliptin (VTM),20131005
1017355,secukinumab (VTM),20171103
231390,selegiline hydrochloride (VTM),20130805
765940,selenium sulfide (VTM),20140407
1050197,selexipag (VTM),20190120
1327198,selinexor (VTM),20250313
1313471,selpercatinib (VTM),20241117
1305687,selumetinib (VTM),20240831
1148709,semaglutide (VTM),20200614
687108,senna glycosides (VTM),20140104
870047,sennosides B (VTM),20141129
1322157,serplulimab (VTM),20250201
248847,serratiopeptidase (VTM),20130805
652098,sertaconazole nitrate (VTM),20131005
652219,sertraline (VTM),20131005
687177,sevelamer carbonate (VTM),20140104
524700,sevoflurane (VTM),20130914
649348,sildenafil (VTM),20131005
864016,silibinin (VTM),20141123
687242,silodosin (VTM),20140104
753431,silver nitrate (VTM),20140324
731370,silver sulfadiazine (VTM),20140202
933017,silver sulfadiazine + zinc oxide (VTM),20150418
753551,silver zinc sulfadiazine (VTM),20140324
357971,silymarin (VTM),20130805
1307533,simethicone (VTM),20240913
232323,simeticone (VTM),20130805
222621,simvastatin (VTM),20130627
222632,sirolimus (VTM),20130627
222645,sirolimus nanosystems dispersion (VTM),20130627
339621,sitafloxacin (VTM),20130805
647269,sitagliptin (VTM),20131005
692704,sitosterol (VTM),20140104
687316,sobrerol (VTM),20140104
708701,sodium acetate (VTM),20140118
888995,sodium acetate trihydrate (VTM),20150202
222650,sodium alginate + sodium bicarbonate (VTM),20130627
222666,sodium aurothiomalate (VTM),20130627
977152,sodium benzoate (VTM),20160307
702578,sodium bicarbonate (VTM),20140118
935422,sodium bicarbonate + sodium chloride (VTM),20150503
951670,sodium bicarbonate + strong ginger tincture (VTM),20150614
1027044,sodium bicarbonate + weak ginger tincture (VTM),20180411
750481,sodium calcium edetate (VTM),20140324
909216,sodium camphorsulfonate (VTM),20150228
521118,sodium chloride (VTM),20130914
977217,sodium chloride + sodium hypochlorite (VTM),20160307
972143,sodium chloride + sucrose (VTM),20160117
975881,sodium citrate (VTM),20160306
1001945,sodium cromoglicate (VTM),20170114
821356,sodium dihydroazapentacene polysulfonate (VTM),20140705
687476,sodium fluoride (VTM),20140104
734399,sodium fusidate (VTM),20140202
814770,sodium glycerophosphate (VTM),20140616
1324777,sodium hyaluronate + sodium hyaluronate crosslinked (VTM),20250301
837399,sodium hypochlorite (VTM),20140817
1002608,sodium iodide (VTM),20170114
880337,sodium nitrate (VTM),20150105
717803,sodium nitrite (VTM),20140118
520313,sodium nitroprusside (VTM),20130914
952450,sodium polystyrene sulfonate (VTM),20150703
708900,sodium thiosulfate (VTM),20140118
1316739,sodium zirconium cyclosilicate (VTM),20241215
965354,sofosbuvir (VTM),20151207
1036811,sofosbuvir + velpatasvir (VTM),20180805
471984,solifenacin succinate (VTM),20130805
723091,somatostatin acetate (VTM),20140118
578569,somatropin (VTM),20131005
659882,sorafenib (VTM),20131102
898520,sorbitol (VTM),20150218
1264027,sotorasib (VTM),20230604
730165,soya oil (VTM),20140202
975899,special mouthwash (VTM),20160306
687597,spiramycin (VTM),20140104
233386,spironolactone (VTM),20130805
705292,squill and ammonia mixture (VTM),20140118
916390,squill tincture (VTM),20150316
1029136,standardised allergen extract from the house dust mites (VTM),20180518
814285,stannous fluoride (VTM),20140616
800409,stanozolol (VTM),20140519
255602,stavudine (VTM),20130805
1293172,sterile water for injection (VTM),20240313
222697,streptokinase (VTM),20130627
579037,streptomycin (VTM),20131005
222700,strontium ranelate (VTM),20130627
867216,strychnine sulfate (VTM),20141123
717928,succimer (VTM),20140118
222716,sucralfate (VTM),20130627
1298020,sucroferric oxyhydroxide (VTM),20240502
880407,sucrose (VTM),20150105
795104,sugammadex (VTM),20140519
579314,sulbactam (VTM),20131005
678462,sulbutiamine (VTM),20140104
526610,sulfacetamide sodium (VTM),20130914
301085,sulfadiazine (VTM),20130805
449836,sulfadiazine + sulfadimidine + sulfamerazine (VTM),20130805
464827,sulfadiazine + sulfamerazine + sulfathiazole (VTM),20130805
257871,sulfadiazine + trimethoprim (VTM),20130805
746883,sulfaguanidine (VTM),20140324
230273,sulfamethoxazole + trimethoprim (VTM),20130805
436156,sulfasalazine (VTM),20130805
449986,sulfinpyrazone (VTM),20130805
706825,sulfur (VTM),20140118
517216,sulfur + triclosan (VTM),20130830
222728,sulindac (VTM),20130627
222737,sulodexide (VTM),20130627
723332,sulprostone (VTM),20140118
292995,sultamicillin (VTM),20130805
646928,sumatriptan (VTM),20131005
222744,sunitinib (VTM),20130627
723425,suxamethonium chloride (VTM),20140118
222759,tacrolimus (VTM),20130627
281846,tadalafil (VTM),20130805
1245203,tafamidis (VTM),20221014
1308876,tafenoquine (VTM),20240913
670446,tafluprost (VTM),20131130
995496,tafluprost + timolol (VTM),20161117
710454,talbot's solution (VTM),20140118
1101057,talc (VTM),20190302
895935,talc + zinc oxide (VTM),20150202
222763,tamoxifen (VTM),20130627
867696,tamoxifen citrate (VTM),20141123
956108,tamsulosin hydrochloride (VTM),20150805
1323533,teclistamab (VTM),20250215
1286280,tecovirimat (VTM),20231013
222771,tegafur (VTM),20130627
222785,tegafur + uracil (VTM),20130627
723516,teicoplanin (VTM),20140118
438711,telbivudine (VTM),20130805
687739,telithromycin (VTM),20140104
222792,telmisartan (VTM),20130627
222802,temozolomide (VTM),20130627
653796,temsirolimus (VTM),20131018
222818,tenecteplase (VTM),20130627
1156171,teneligliptin (VTM),20200801
1043263,tenofovir alafenamide (VTM),20181129
779629,tenofovir disoproxil fumarate (VTM),20140420
222825,tenoxicam (VTM),20130627
222839,teprenone (VTM),20130627
347106,terazosin (VTM),20130805
1287612,terbinafine  hydrochloride (VTM),20231104
1288382,terbinafine (VTM),20231202
1288395,terbinafine hydrochloride (VTM),20231202
910952,terbutaline sulfate (VTM),20150228
1012538,teriflunomide (VTM),20170806
579380,teriparatide (VTM),20131005
1029561,terlipressin acetate (VTM),20180518
791408,terpeneless dill seed oil (VTM),20140504
345276,testosterone (VTM),20180713
1032846,testosterone cypionate (VTM),20180616
1032867,testosterone enantate (VTM),20180616
1032822,testosterone propionate (VTM),20180616
1031859,testosterone undecanoate (VTM),20180616
857348,tetanus antitoxin (VTM),20141019
761713,tetanus immunoglobulin of equine origin (VTM),20140407
741200,tetanus immunoglobulin of human origin (VTM),20140304
672670,tetanus toxoid (VTM),20131215
763781,tetracaine hydrochloride (VTM),20140407
222841,tetrachlordecaoxide (VTM),20200720
1282277,tetrachlorodecaoxide (VTM),20230902
723707,tetracosactide (VTM),20140118
226607,tetracycline (VTM),20130805
747197,tetracycline hydrochloride (VTM),20140324
222860,thalidomide (VTM),20130627
231792,theophylline (VTM),20130805
375098,thiamazole (VTM),20130805
245865,thiamine (VTM),20130805
867030,thiamine hydrochloride (VTM),20141123
236100,thiamphenicol (VTM),20130805
517620,thimerosal (VTM),20130830
1105122,thioctic acid (VTM),20190331
222873,thioguanine (VTM),20130627
709853,thiomersal (VTM),20140118
766607,thiopental sodium (VTM),20140407
255003,thioridazine (VTM),20130805
1278088,thiotepa (VTM),20230804
222887,thymalfasin (VTM),20130627
518073,thymol (VTM),20130830
451937,thyroid extract (VTM),20130805
723776,thyrotropin (VTM),20140118
446706,tianeptine (VTM),20130805
222894,tiaprofenic acid (VTM),20130627
360722,tibolone (VTM),20130805
226291,ticagrelor (VTM),20130713
746284,ticlopidine hydrochloride (VTM),20140324
662061,tigecycline (VTM),20131102
1301409,tildrakizumab (VTM),20240629
522677,timolol (VTM),20130914
522903,timolol + travoprost (VTM),20130914
1265267,timolol maleate (VTM),20230604
250666,tinidazole (VTM),20130805
222915,tinzaparin sodium (VTM),20200612
518297,tioconazole (VTM),20130830
867450,tioguanine (VTM),20141123
1013804,tiotropium (VTM),20170916
1111606,tipiracil + trifluridine (VTM),20190504
222927,tirofiban (VTM),20130627
687804,tiropramide (VTM),20140104
969835,titanium dioxide + zinc oxide (VTM),20160104
1241055,tixagevimab (VTM),20220810
444346,tizanidine (VTM),20130805
522974,tobramycin (VTM),20130914
222936,tocilizumab (VTM),20130627
1143067,tocopherol (VTM),20200415
943775,tofacitinib (VTM),20150601
533316,tofisopam (VTM),20130914
765675,tolnaftate (VTM),20140407
765584,tolnaftate + triacetin (VTM),20140407
643692,tolperisone (VTM),20210331
1126919,tolperisone hydrochloride (VTM),20191004
957249,tolterodine tartrate (VTM),20150817
698496,tolvaptan (VTM),20140118
460470,topiramate (VTM),20130805
222943,topotecan (VTM),20130627
467137,torasemide (VTM),20130805
222958,toremifene citrate (VTM),20130627
1196922,tozinameran (VTM),20210806
222962,trabectedin (VTM),20130627
676865,trace elements (VTM),20140104
864643,tramadol hydrochloride (VTM),20141123
1019389,trametinib (VTM),20171116
222970,trandolapril (VTM),20130627
650865,tranexamic acid (VTM),20131005
1004887,trastuzumab (VTM),20170303
1304657,trastuzumab deruxtecan (VTM),20240817
1004894,trastuzumab emtansine (VTM),20170303
525512,travoprost (VTM),20130914
644840,trazodone (VTM),20131005
1051681,trelagliptin (VTM),20190203
1301886,tremelimumab (VTM),20240629
650060,tretinoin (VTM),20131005
1309050,triamcinolone acetate (VTM),20241005
878833,triamcinolone acetate + triamcinolone acetonide (VTM),20150105
643093,triamcinolone acetonide (VTM),20131005
893269,triamcinolone acetonide + urea (VTM),20150202
783437,tricalcium citrate (VTM),20140504
754139,trichloroacetic acid (VTM),20140324
1324643,trifarotene (VTM),20250301
325335,trifluoperazine (VTM),20130805
222991,triflusal (VTM),20130627
716156,trihexyphenidyl hydrochloride (VTM),20140118
734502,trimebutine (VTM),20140202
690912,trimetazidine dihydrochloride (VTM),20140104
375290,trimethoprim (VTM),20130805
855149,trimipramine (VTM),20141019
687986,tripamide (VTM),20140104
223003,triptorelin (VTM),20130627
1029492,triptorelin acetate (VTM),20180518
829835,trisodium citrate (VTM),20140803
963843,trisodium citrate dihydrate (VTM),20151116
982491,troclosene sodium (VTM),20160418
523127,tropicamide (VTM),20130914
649820,trospium chloride (VTM),20131005
688059,troxerutin (VTM),20140104
902438,trypan blue stain (VTM),20150228
840797,tuberculin purified protein derivative (VTM),20140817
668661,"tuberculosis, live attenuated (VTM)",20131130
1034625,turoctocog alfa (VTM),20180702
1246075,turoctocog alfa pegol (VTM),20221104
841209,"typhoid, purified polysaccharide antigen (VTM)",20140817
688125,ubidecarenone (VTM),20140104
1053507,ulipristal acetate (VTM),20190216
1020995,umeclidinium (VTM),20171202
1020948,umeclidinium + vilanterol (VTM),20171202
343581,urea (VTM),20130805
830456,urofollitropin (VTM),20140803
223019,urokinase (VTM),20130627
651205,ursodeoxycholic acid (VTM),20131005
223026,ustekinumab (VTM),20130627
651438,valaciclovir (VTM),20131005
1286128,valbenazine (VTM),20231013
651365,valganciclovir (VTM),20131005
983837,valine (VTM),20160430
521540,valproate sodium (VTM),20130914
223035,valsartan (VTM),20130627
470313,vancomycin (VTM),20130805
765131,vancomycin hydrochloride (VTM),20140407
358776,vardenafil (VTM),20130805
278971,varenicline (VTM),20130805
672627,"varicella zoster, live attenuated (VTM)",20131215
723898,vecuronium bromide (VTM),20140118
1023249,vedolizumab (VTM),20180203
1261770,velaglucerase alfa (VTM),20230412
791522,vemurafenib (VTM),20140504
320349,venlafaxine (VTM),20130805
990811,verapamil hydrochloride (VTM),20160703
1255336,vericiguat (VTM),20230217
724014,verteporfin (VTM),20140118
435807,vigabatrin (VTM),20130805
333755,vildagliptin (VTM),20130805
954467,vinblastine sulfate (VTM),20150805
223061,vincristine sulfate (VTM),20130627
223074,vinorelbine (VTM),20130627
274227,vinpocetine (VTM),20130805
701042,vitamin B complex (VTM),20140118
700638,vitamin E (VTM),20140118
258443,voglibose (VTM),20130805
1041434,vonoprazan (VTM),20181103
651558,voriconazole (VTM),20131005
962540,vortioxetine (VTM),20151116
223088,warfarin sodium (VTM),20130627
779883,water (VTM),20140420
836067,white petrolatum (VTM),20140803
